CR,EVXZQYPMSTFU4172,Interest,2017-05-31,None,33311745,33161008,0.0,1
CR,POFTNIEDRHSJ4396,Interest,2017-05-31,None,33311745,33790306,0.0,2
CR,VNZBSTWLMHIK3160,Interest,2017-05-31,None,33311745,33574469,44.95,3
CR,YLESPMCBDJUR1307,Interest,2017-05-31,None,33311745,33145826,40.3,4
CR,KGCVFQUOXYMR8589,Interest,2017-05-31,None,33311745,33975956,-117.49,5
CR,MXCBSQRHLOJK6323,Interest,2017-05-31,None,33311745,33311745,0.0,6
CR,NRJIUWEBFQXO6435,Interest,2017-05-31,None,33311745,33776832,6.51,7
CR,BFMGERTPLSWD5180,Interest,2017-05-31,None,33311745,33447995,6.51,8
CR,QMBPAFECKYUV4877,Interest,2017-05-31,None,33311745,33197522,8.99,9
CR,TGHMENAFIPLY6056,Interest,2017-05-31,None,33311745,33551592,2.17,10
CR,THLKOPMVXJFN9826,Interest,2017-05-31,None,33311745,33952537,21.39,11
CR,GFDOXNAVUKLT5752,Interest,2017-05-31,None,33311745,33600296,0.0,12
CR,FTUXSENQOJAV1347,Interest,2017-05-31,None,33311745,33191353,0.0,13
CR,VFINYAJWCLEM7011,Interest,2017-05-31,None,33311745,33638641,0.0,14
CR,LYEGWICNTPJB9536,Interest,2017-05-31,None,33311745,33321809,0.0,15
CR,GNTHZYKUILDQ1334,Interest,2017-05-31,None,33311745,33927944,0.0,16
CR,LCDPEHZQBWMA7984,Interest,2017-05-31,None,33311745,33407345,0.0,17
CR,IULAQZRGCVWJ2919,Interest,2017-05-31,None,33311745,33767293,0.0,18
CR,ZMHBWTXNSVYG6183,Interest,2017-05-31,None,33311745,33993599,0.0,19
CR,MRYBUEWVTXSO3994,Interest,2017-05-31,None,33311745,33371663,0.0,20
CR,RCXGIDHEBWKP1134,Interest,2017-05-31,None,33311745,33839906,0.0,21
CR,BOQLWMEUKINV8040,Interest,2017-05-31,None,33311745,33840787,0.0,22
CR,PTOQHLMBZKJE1753,Interest,2017-05-31,None,33311745,33842134,0.0,23
CR,HJECMNOGLFQU7423,Interest,2017-05-31,None,33311745,33277820,0.0,24
CR,ZXMQNPDJRTVI6375,Interest,2017-05-31,None,33311745,33380384,0.0,25
CR,WZFGNLVEQYJC6037,Interest,2017-05-31,None,33311745,33139766,0.0,26
CR,VIWCBUQZOEAF3530,Interest,2017-05-31,None,33311745,33493090,0.0,27
CR,OSZLHEDXVYWQ3621,Interest,2017-05-31,None,33311745,33340424,0.0,28
CR,YWGMVJOEZISR4541,Interest,2017-05-31,None,33311745,33208481,0.0,29
CR,VLDFWYIQUAXZ4062,Interest,2017-05-31,None,33311745,33581657,0.0,30
