CR,FT171031PFQOY,Interest,2017-10-31,None,33311745,33161008,0.0,1
CR,FT171031FIRAT,Interest,2017-10-31,None,33311745,33790306,0.0,2
CR,FT171031LFWTQ,Interest,2017-10-31,None,33311745,33574469,32.12,3
CR,FT171031YSUKF,Interest,2017-10-31,None,33311745,33145826,30.58,4
CR,FT171031LSVKF,Interest,2017-10-31,None,33311745,33975956,-87.78,5
CR,FT171031SMACY,Interest,2017-10-31,None,33311745,33311745,0.0,6
CR,FT171031NSVJL,Interest,2017-10-31,None,33311745,33776832,5.5,7
CR,FT171031IEQOX,Interest,2017-10-31,None,33311745,33447995,4.4,8
CR,FT171031JBSIN,Interest,2017-10-31,None,33311745,33197522,9.46,9
CR,FT171031LXTYO,Interest,2017-10-31,None,33311745,33551592,0.0,10
CR,FT171031DBWXV,Interest,2017-10-31,None,33311745,33952537,11.66,11
CR,FT171031GLWFI,Interest,2017-10-31,None,33311745,33600296,-0.22,12
CR,FT171031KQNZT,Interest,2017-10-31,None,33311745,33191353,-0.22,13
CR,FT171031VZOJK,Interest,2017-10-31,None,33311745,33638641,-0.22,14
CR,FT171031RDTPH,Interest,2017-10-31,None,33311745,33321809,-0.22,15
CR,FT171031UJOTQ,Interest,2017-10-31,None,33311745,33927944,0.0,16
CR,FT171031KAMNV,Interest,2017-10-31,None,33311745,33407345,0.0,17
CR,FT171031SXMCF,Interest,2017-10-31,None,33311745,33767293,0.0,18
CR,FT171031FWEPD,Interest,2017-10-31,None,33311745,33993599,0.0,19
CR,FT171031RDZYW,Interest,2017-10-31,None,33311745,33371663,-0.22,20
CR,FT171031SJFRA,Interest,2017-10-31,None,33311745,33839906,0.0,21
CR,FT171031TBQRH,Interest,2017-10-31,None,33311745,33840787,0.0,22
CR,FT171031ATGHU,Interest,2017-10-31,None,33311745,33842134,-0.22,23
CR,FT171031JQHRW,Interest,2017-10-31,None,33311745,33277820,0.0,24
CR,FT171031OSENK,Interest,2017-10-31,None,33311745,33380384,0.0,25
CR,FT171031DFJUA,Interest,2017-10-31,None,33311745,33139766,0.0,26
CR,FT171031PWZBQ,Interest,2017-10-31,None,33311745,33493090,0.0,27
CR,FT171031HVCSZ,Interest,2017-10-31,None,33311745,33340424,-0.22,28
CR,FT171031EWRUS,Interest,2017-10-31,None,33311745,33208481,0.0,29
CR,FT171031ITKYQ,Interest,2017-10-31,None,33311745,33581657,0.0,30
