CR,REOFHWAZPICN5648,Interest,2017-07-31,None,33311745,33161008,0.0,1
CR,YKZXTESPLQJH9212,Interest,2017-07-31,None,33311745,33790306,0.0,2
CR,ZTRIVCQUWGSD3640,Interest,2017-07-31,None,33311745,33574469,39.42,3
CR,KCQMFVRNPWEB1546,Interest,2017-07-31,None,33311745,33145826,36.18,4
CR,YJADSTBPXZFV6053,Interest,2017-07-31,None,33311745,33975956,-105.03,5
CR,PWDVHUBLJRXS3864,Interest,2017-07-31,None,33311745,33311745,0.0,6
CR,RFHZJYXBOPMG1960,Interest,2017-07-31,None,33311745,33776832,5.67,7
CR,ZBGNHYAPCOVL1950,Interest,2017-07-31,None,33311745,33447995,5.67,8
CR,ZEBJACYSTVKD4986,Interest,2017-07-31,None,33311745,33197522,7.83,9
CR,SFEZDOWPLGJB4521,Interest,2017-07-31,None,33311745,33551592,1.89,10
CR,PQMHEJVUXFDZ6349,Interest,2017-07-31,None,33311745,33952537,18.63,11
CR,YKXIONJPAUDC6740,Interest,2017-07-31,None,33311745,33600296,0.0,12
CR,IFQPRXYSTUGJ4246,Interest,2017-07-31,None,33311745,33191353,0.0,13
CR,QEHZGKXTLIRJ9310,Interest,2017-07-31,None,33311745,33638641,0.0,14
CR,KVXZHBLPEUAF9840,Interest,2017-07-31,None,33311745,33321809,0.0,15
CR,FZANTUCBWDGO7297,Interest,2017-07-31,None,33311745,33927944,0.0,16
CR,SACNOJTHWYQL8922,Interest,2017-07-31,None,33311745,33407345,0.0,17
CR,VFTSUROCGLBA2691,Interest,2017-07-31,None,33311745,33767293,0.0,18
CR,DGPMQTEYBHJR8062,Interest,2017-07-31,None,33311745,33993599,0.0,19
CR,ZYLOWVJXIBKU4792,Interest,2017-07-31,None,33311745,33371663,0.0,20
CR,JUGSBTLDZAMR9097,Interest,2017-07-31,None,33311745,33839906,0.0,21
CR,ENKYTGWDHRVU7438,Interest,2017-07-31,None,33311745,33840787,0.0,22
CR,EJLWZVGCYXRO7646,Interest,2017-07-31,None,33311745,33842134,0.0,23
CR,EHXROLJBGINV2274,Interest,2017-07-31,None,33311745,33277820,0.0,24
CR,VNEPQOKIBAYX4962,Interest,2017-07-31,None,33311745,33380384,0.0,25
CR,BOSPKNDGXZHL3440,Interest,2017-07-31,None,33311745,33139766,0.0,26
CR,PGTQELFRYCHV5475,Interest,2017-07-31,None,33311745,33493090,0.0,27
CR,WDXVQMFGHSRK2990,Interest,2017-07-31,None,33311745,33340424,0.0,28
CR,NDBSCMKZRUET4250,Interest,2017-07-31,None,33311745,33208481,0.0,29
CR,EKNGCXDBLWTO2993,Interest,2017-07-31,None,33311745,33581657,0.0,30
